Header,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_longum_NCC2705,Bifidobacterium_longum_NCC2705,Collinsella_tanakaei_YIT_12063,Collinsella_tanakaei_YIT_12063,Alistipes_finegoldii_DSM_17242,Alistipes_finegoldii_DSM_17242,Alistipes_putredinis_DSM_17216,Alistipes_putredinis_DSM_17216,Alistipes_shahii_WAL_8301,Alistipes_shahii_WAL_8301,Bacteroides_caccae_ATCC_43185,Bacteroides_caccae_ATCC_43185,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_eggerthii_DSM_20697,Bacteroides_eggerthii_DSM_20697,Bacteroides_fragilis_NCTC_9343,Bacteroides_fragilis_NCTC_9343,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_stercoris_ATCC_43183,Bacteroides_stercoris_ATCC_43183,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_uniformis_ATCC_8492,Bacteroides_uniformis_ATCC_8492,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_johnsonii_DSM_18315,Parabacteroides_johnsonii_DSM_18315,Prevotella_ruminicola_23,Prevotella_ruminicola_23,Acidaminococcus_fermentans_DSM_20731,Acidaminococcus_fermentans_DSM_20731,Blautia_wexlerae_DSM_19850,Blautia_wexlerae_DSM_19850,Clostridium_clostridioforme_CM201,Clostridium_clostridioforme_CM201,Coprococcus_catus_GD_7,Coprococcus_catus_GD_7,Dialister_invisus_DSM_15470,Dialister_invisus_DSM_15470,Dorea_longicatena_DSM_13814,Dorea_longicatena_DSM_13814,Enterococcus_faecium_TX1330,Enterococcus_faecium_TX1330,Eubacterium_rectale_M104_1,Eubacterium_rectale_M104_1,Faecalibacterium_prausnitzii_L2_6,Faecalibacterium_prausnitzii_L2_6,Lactobacillus_mucosae_LM1,Lactobacillus_mucosae_LM1,Lactobacillus_reuteri_SD2112_ATCC_55730,Lactobacillus_reuteri_SD2112_ATCC_55730,Megasphaera_elsdenii_DSM_20460,Megasphaera_elsdenii_DSM_20460,Phascolarctobacterium_succinatutens_YIT_12067,Phascolarctobacterium_succinatutens_YIT_12067,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Roseburia_intestinalis_L1_82,Roseburia_intestinalis_L1_82,Roseburia_inulinivorans_DSM_16841,Roseburia_inulinivorans_DSM_16841,Ruminococcus_bromii_L2_63,Ruminococcus_bromii_L2_63,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_torques_ATCC_27756,Ruminococcus_torques_ATCC_27756,Streptococcus_salivarius_JIM8777,Streptococcus_salivarius_JIM8777,Subdoligranulum_variabile_DSM_15176,Subdoligranulum_variabile_DSM_15176,Veillonella_atypica_ACS_049_V_Sch6,Veillonella_atypica_ACS_049_V_Sch6,Bilophila_wadsworthia_3_1_6,Bilophila_wadsworthia_3_1_6,Citrobacter_amalonaticus_Y19,Citrobacter_amalonaticus_Y19,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_piger_ATCC_29098,Desulfovibrio_piger_ATCC_29098,Enterobacter_cloacae_EcWSU1,Enterobacter_cloacae_EcWSU1,Escherichia_coli_str_K_12_substr_MG1655,Escherichia_coli_str_K_12_substr_MG1655,Haemophilus_parainfluenzae_T3T1,Haemophilus_parainfluenzae_T3T1,Helicobacter_pylori_26695,Helicobacter_pylori_26695,Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella_pneumoniae_pneumoniae_MGH78578,Shigella_flexneri_2002017,Shigella_flexneri_2002017,Akkermansia_muciniphila_ATCC_BAA_835,Akkermansia_muciniphila_ATCC_BAA_835,Fusobacterium_varium_ATCC_27725,Fusobacterium_varium_ATCC_27725
107,CYTK1,51,GMHEPAT,51,CYSTGL,51,,,,,EAR4M6,51,,,,,,,ADCL,51,MECDPS,1,3OAR12M14,51,4HTHDR,51,IVCOATA,1,GHMT2r,51,,,,,CHOLSH,48,DEXTRINtex,51,3OAS60,50,,,FE2tex,51,DHQS,51,CSABCASE_B_epp,51,PPCr,51,3HAD100,51,3OAS60,51,3OAR60,51,ADOCBLS,51,,,,,ZN2tex,51,PMPK,51,PSD180,51,PTPAT,51,OMCDC,18,,,GLCTR1,51,ASPO6,51,,,VALTA,40,,,,,4HTHDR,51,ACHBPL,22,PYDXNK,51,ASPKi,46,3OAS3M4,51,,,PItex,18,,,FTHFL,22
108,EAR120x,51,THRD_L,50,3HAD60,51,,,,,EAR5M6,51,,,,,,,3OAS5M6,51,DHAD2,1,3OAR13M14,51,4HTHDS,51,MEPCT,1,GLYPHEHYc,51,,,,,ASPCT,47,EAR11M12x,51,KDOCT2,50,,,GALT1,51,DHQTi,51,FE3abcpp,51,PRAMPC,51,GALU,51,CLtex,51,ACACt2pp,51,AIHDUPDG,51,,,,,VPAMTr,51,PNTO_Rtex,51,PSDAI17,51,PTRCORNt7pp,51,IPPMIb,18,,,GAPD,51,ASP4DC,51,,,ACLS_b,40,,,,,4HTHDS,51,TMDS,20,EAR9M10x,51,ENO,41,3OAS4M3O6,51,,,HSK,13,,,NAPRT,12
109,COBALTt5pp,51,TKT2,50,AGMHE,51,,,,,EAR8M10,51,,,,,,,3OAS6M8,51,26DAPLLAT,1,4ABZtex,51,ACBIPGT,51,MCOATA,1,GALT,51,,,,,OMPDC,45,DMQMT,51,3OAS80,50,,,FE2abcpp,51,DMQMT,51,FE3tex,51,PRATPP,51,GALT1,51,CA2tex,51,3OAR80,51,3OAS11M12,51,,,,,CO2tex,51,PNTOt4pp,51,PSDI17,51,PTRCt2pp,51,ENO,17,,,GALT1,51,ASP1DC,51,,,ARGSL,40,,,,,3OAR5M6,51,EAR160x,19,GTPCI,51,GAPD,40,3OAS4M6,51,,,ASP1DC,13,,,ALAR,10
110,EAR100x,51,TMK,50,ADSS,51,,,,,FCLTc,51,,,,,,,EAR13M14x,51,ACHBPL,1,3OAS6M8,51,ACGAMT,51,MECDPDH2,1,ACBIPGT,51,,,,,OROTPT,45,EAR100x,51,3HAD40,50,,,FBA,51,FRD3,51,G1PTT,51,PRMICI,51,3HAD120,51,CU2tex,51,3OAS100,51,3OAS12M14,51,,,,,CO2tpp,51,PPBNGS,51,EAR6M8x,51,PYDXabcpp,51,PGM,16,,,FOLtex,51,APRAUR,51,,,OCBT,40,,,,,3OAR4M6,51,3OAR160,19,EAR7M8x,51,PGM,40,3OAS5M6,51,,,DPR,13,,,,
111,3HAD40,51,RNTR3,50,ADSL2r,51,,,,,DM_GCALD,51,,,,,,,ACBIPGT,51,ACPS1,1,CAt4ipp,51,ACOAAGPATAI17,51,MECDPS,1,3OAS11M12,51,,,,,H2CO3D,45,THMabcpp,50,G1PTT,50,,,EDTXS2,51,IHDUDPG,51,GALK,51,PSD180,51,3HAD140,51,FE3tex,51,3OAS120,51,3OAS13M14,51,,,,,COBALT2tex,51,PPTT,51,FE2tex,51,PYDXtex,51,THRS,16,,,FOLabcpp,51,ANPRT,51,,,DHAD1,40,,,,,3OAR180,51,3OAS180,19,3OAS10M12,51,ACLS_b,34,3OAS6M8,51,,,THRS,13,,,,
112,CU2tex,51,DHFOR2,49,ADSL1r,51,,,,,FE2abc,51,,,,,,,ACCOACL,51,ALAALA,1,ADOCBLS,51,ACOAAGPATI17,51,HEPT2,1,3OAS12M14,51,,,,,PGK,39,THMtex,50,DHPPDA,50,,,EDTXS1,51,IGPS,51,GALUi,51,PSDAI17,51,G1PTT,51,EAR40x,51,3OAS140,51,3OAS3M4,51,,,,,FTHFL,51,PSDAI17,51,EAR5M6x,51,PYK,51,HSK,16,,,FE3tex,51,3OAS60,51,,,ARGSS,40,,,,,3OAR160,51,3OAR180,19,3OAR8M10,51,DHAD1,34,3OAS7M8,51,,,PANTS,12,,,,
113,3HAD60,51,DPRr,49,3OAACPR1,51,,,,,FE3abc,51,,,,,,,ACGAMT,51,ALAR,1,CLPNSI17,51,ADK2,51,METFR,1,3OAS13M14,51,,,,,VALTA,34,ACtex,50,3HAD100,50,,,EAR80x,51,HEXTT,51,EDTXS1,51,PSDI17,51,FE3tex,51,EAR140x,51,3OAS60,51,3OAS4M3O6,51,,,,,FE2tex,51,RZ5PP,51,3OAS140,51,RBFSa,51,ASAD,16,,,FE3abcpp,51,3OAS80,51,,,LYSt3rpp,37,,,,,3HAD11M12,51,3OAS160,19,3OAR7M8,51,3MOBS,34,3OAS8M10,51,,,3HAD180,11,,,,
114,EAR140x,51,TDPDRRr,49,3OAACPR2,51,,,,,FRTT,51,,,,,,,ACGS,51,ASAD,1,CLPNSAI17,51,ADOCBLS,51,MG2tex,1,3OAS3M4,51,,,,,ACLS_a,33,ACKr,50,3HAD120,50,,,EAR60x,51,HETT,51,GALabcpp,51,PSSA180,51,FE3abcpp,51,EAR120x,51,3OAS80,51,3OAS4M6,51,,,,,FE3abcpp,51,PSDI17,51,3OAR60,51,RBFSb,51,GAPD,14,,,FE2tex,51,AGMHE,51,,,LYS_Ltex,37,,,,,3HAD12M14,51,3HAD160,19,3OAR6M8,51,VALTA,33,ACBIPGT,51,,,3OAR180,11,,,,
115,DB4PS,51,PYDXK,49,3OAR100,51,,,,,G1SAT,51,,,,,,,ACOAAGPATAI17,51,ASP1DC,1,CLPNS180,51,3OAR9M10,51,MN2tex,1,3OAS4M3O6,51,,,,,ACLS_b,33,PTAr,50,GTPCII,50,,,EAR40x,51,HEMEti,51,GLCNACASE_OGLYCAN2epp,51,PSSAAI17,51,FE2tex,51,EDTXS1,51,A5PISO,51,3OAS5M6,51,,,,,FE3tex,51,PSSA180,51,3OAR6M8,51,RHAT1,51,ASPKi,13,,,FE2abcpp,51,DHQS,51,,,ILETA,33,,,,,3HAD13M14,51,3HAD180,18,AHC,51,OMCDC,33,3OAR9M10,51,,,3OAS180,11,,,,
116,Cuabcpp,51,RPE,49,3OAR120,51,,,,,G3PAT180,51,,,,,,,ACOAAGPATI17,51,ASPKi,1,CGLYtex,51,3OAR7M8,51,MOAT,1,3OAS4M6,51,,,,,LEUTA,32,MTHFC,50,CBPS,50,,,EAR120x,51,HBZOPT,51,GLCTR1,51,PSSAI17,51,FE2abcpp,51,EDTXS2,51,CDPMEK,51,3OAS6M8,51,,,,,TTDCAtrpp,51,PSSAAI17,51,3OAR7M8,51,RZ5PP,51,GF6PTA,6,,,EAR160x,51,DHQTi,51,,,DHAD2,33,,,,,3HAD14M16,51,EAR180x,18,AICART,51,IPMDr,33,ACGAMT,51,,,EAR180x,11,,,,
117,GLYTYR1c,50,TDPDRE,48,3OAR140,51,,,,,G3PCT,51,,,,,,,3OAR7M8,51,BPNT,1,CGLYt3_2_pp,51,AIHDUPDG,51,MOAT3C,1,3OAS5M6,51,,,,,3MOBS,32,ADSL1r,50,ARGSS,50,,,EAR100x,51,GLYMETabc,51,GLCTR2,51,PYDXabcpp,51,EDTXS2,51,CYSTS,51,CDOSKT,51,3OAS7M8,51,,,,,FRUptspp,51,PSSAI17,51,3OAR80,51,S7PIr,51,MOHMT,5,,,EAR120x,51,DPR,51,,,ACHBPL,33,,,,,3HAD15M16,51,PItex,17,AIHPDCOATA,51,IPPMIb,33,ACGK,51,,,ALAR,10,,,,
118,TPI,50,TDPGDH,48,3OAR40,51,,,,,Cuabc,51,,,,,,,3OAR6M8,51,CDPMEK,1,COBALTt5pp,51,3HAD7M8,51,MOHMT,1,3OAS6M8,51,,,,,OMCDC,32,POR4,50,ARGSL,50,,,DPR,51,GLYC3Pabc,51,GLCTR3,51,PYNP_SRV,51,DPR,51,EAR100x,51,DXPS,51,3OAS8M10,51,,,,,FRUtex,51,PTRCORNt7pp,51,3OAR8M10,51,GGTT,51,UDCPDP,5,,,EAR40x,51,GLCTR3,51,,,ACLS_a,30,,,,,3HAD160,51,ASP1DC,16,ALAS,51,LEUTA,33,ACOAAGPATAI17,51,,,3HAD140,7,,,,
119,RPE,50,G1PTT,48,GLCTR3,51,,,,,DM_dhptd(c),51,,,,,,,3OAR5M6,51,CHORS,1,ASNt2rpp,51,3HAD10M12,51,NNATr,1,3OAS7M8,51,,,,,DHAD1,32,3OAR100,50,APRAUR,50,,,GALU,51,GLU5K,51,GLNS,51,SPMDabcpp,51,EAR80x,51,FE2abcpp,51,DXPRIr,51,3OAS9M10,51,,,,,FUM,51,PTRCt2pp,51,3OAR9M10,51,GLC_Dtex,51,ACLS_b,4,,,EAR60x,51,GALU,51,,,NACtex,26,,,,,3HAD180,51,DPR,16,ALCD19,51,IPPMIa,33,ACOAAGPATI17,51,,,EAR140x,7,,,,
120,L_AROND,50,FACOAL140,48,3OAR80,51,,,,,DM_5MTR,51,,,,,,,3OAR4M6,51,DAPE,1,ASN_Ltex,51,3HAD11M12,51,NNDMBRT,1,3OAS8M10,51,,,,,IPPMIa,31,O2tex,49,HMBS,50,,,GAPD,51,GGTT,51,EDTXS2,51,Q8abcpp,51,EDTXS1,51,DPR,51,EAR100x,51,ACBIPGT,51,,,,,U23GAAT,51,PYDXK,51,3OAS100,51,GCALDtpp,51,G1PACT,4,,,EAR140x,51,3MOBS,51,,,NACt2rpp,26,,,,,3HAD4M6,51,PANTS,16,AMPMS2,51,TPI,31,ACOTA,51,,,PGAMT,6,,,,
121,3OAR140,50,AMPTASECG,45,3OAS100,51,,,,,DHAD1,51,,,,,,,3HAD11M12,51,DDPA,1,DAPDC,51,3HAD12M14,51,OCBT,1,3OAS9M10,51,,,,,IPPMIb,31,CO2tex,49,HMPK1,50,,,GLCTR1,51,G5SDr,51,FE2tex,51,Q8tex,51,4HTHDR,51,FE2tex,51,EAR120x,51,ACGK,51,,,,,G1PTT,51,PYDXabcpp,51,3OAS10M12,51,4HBZtex,51,UAGDP,4,,,EAR80x,51,3HAD80,51,,,Htex,25,,,,,3HAD5M6,51,HSK,13,3OAR5M6,51,GLU5K,30,ADK2,51,,,G1PACT,6,,,,
122,3OAR100,49,GF6PTA,41,3OAS120,51,,,,,DHQTi,51,,,,,,,3HAD12M14,51,DHFR,1,AMPTASECG,51,3HAD13M14,51,OIVD3,1,ACGAMT,51,,,,,IPMDr,30,O2tpp,49,UPP3S,50,,,DM_dhptd(c),51,G5SADs,51,EAR80x,51,RAFGH,51,3HAD80,51,FE3abcpp,51,GLCTR3,51,ACHBPL,51,,,,,GALT1,51,PYDXtex,51,3OAS11M12,51,3OAS140,51,ACHBPL,3,,,EDTXS1,51,3HAD60,51,,,HSK,22,,,,,3HAD6M8,51,THRS,13,3OAR4M6,51,G5SADs,30,ADOCBLS,51,,,DAPE,6,,,,
123,G1PTT,49,PGMT,41,3OAS140,51,,,,,DHQS,51,,,,,,,3HAD13M14,51,MECDPDH2,1,AIHPDCOATA,51,3HAD14M16,51,HEPT3,1,AMMQT8r,51,,,,,PGM,27,HIS_Ltex,49,KAS14,50,,,GLCTR2,51,G3PCT,51,DHPPDA,51,RHAT1,51,EAR40x,51,EAR80x,51,EAR140x,51,ACLS_a,51,,,,,GALU,51,RBFSa,51,3OAS120,51,3OAS3M4,51,PGAMT,3,,,EAR180x,51,GLCTR1,51,,,THRS,22,,,,,3HAD7M8,51,FE3tex,11,ARGDC,51,P5CRyr,30,ADSL1r,51,,,ADCL,3,,,,
124,AMPTASECG,49,ACLS_b,34,3OAS60,51,,,,,DAPDC,51,,,,,,,3HAD14M16,51,DHQS,1,ARG_Ltex,51,3HAD15M16,51,H2CO3D,1,ACOAAGPATAI17,51,,,,,ENO,26,HISt2rpp,49,TMPK,50,,,DHPPDA,51,EAR10M12x,51,CSPG_AB_RESTtex,51,RIBFLVt2rpp,51,EAR100x,51,EAR60x,51,EAR40x,51,ACLS_b,51,,,,,GLCTR1,51,RBFSb,51,3OAS12M14,51,3OAS4M3O6,51,TRDRr,3,,,MTHFC,50,GLCTR2,51,,,DHORDnad,20,,,,,3HAD8M10,51,ALAR,10,3OAR180,51,ACHBPL,29,ADSS,51,,,ADCS,3,,,,
125,TKT1,49,DHAD1,34,3OAS80,51,,,,,DHFS,51,,,,,,,3HAD15M16,51,DHQTi,1,ADOCBIK,51,3HAD4M6,51,HEPT1,1,ACOAAGPATI17,51,,,,,RPI,22,CO2tpp,49,3HAD140,50,,,GLCTR3,51,FRTT,51,CSPG_Btex,51,RIBFLVtex,51,3HAD60,51,DM_dhptd(c),51,EAR60x,51,ACOAAGPATAI17,51,,,,,GLCTR2,51,RHAT1,51,3OAS13M14,51,3OAS4M6,51,SHK3Dr,3,,,G3PAT180,50,3HAD40,51,,,OROTPT,13,,,,,3HAD9M10,51,DAPE,6,ARGSL,51,G5SDr,29,AGPR,51,,,UAGDP,2,,,,
126,DHPPDA,49,LEUTA,34,A5PISO,51,,,,,DHFR,51,,,,,,,3HAD160,51,DMATT,1,ADK10,51,3HAD5M6,51,HEPK2,1,ADK1,51,,,,,TMDS,20,CYSt2rpp,48,METFR,50,,,FE3tex,51,FOLt,51,CU2tex,51,RNTR3,51,EAR120x,51,DHPPDA,51,EAR80x,51,ACOAAGPATI17,51,,,,,GLCTR3,51,RHCCE,51,3OAS3M4,51,3OAS5M6,51,PRPPS,3,,,3OAS160,50,E4PD,51,,,OMPDC,13,,,,,3OAR10M12,51,SUCOAS,5,ARGSS,51,DHAD2,29,3OAS10M12,51,,,ASAD,2,,,,
127,TDPGDH,49,VALTA,33,ACCOAC,51,,,,,DAPE,51,,,,,,,3HAD180,51,DPCOAK,1,ACKr,51,3HAD6M8,51,PAPPT3,1,ADK2,51,,,,,TKT2,17,CYS_Ltex,48,ACOATA,50,,,TDPDRRr,50,EAR5M6x,51,CYSS3r,51,RPE,51,3HAD40,51,DHFR,51,EDTXS1,51,ACOTA,51,,,,,FE2abcpp,51,FRTT,51,3OAR4M6,51,3OAS6M8,51,UAGCVT_r,3,,,FBA3,50,3HAD140,51,,,DHORTS,13,,,,,3OAR11M12,51,3HAD140,5,3OAR160,51,ILETA,28,3OAR8M10,51,,,ASPKi,2,,,,
128,DM_kdo2lipid4L(c),49,OMCDC,33,3HAD40,51,,,,,DDPA,51,,,,,,,3HAD4M6,51,DTMPK,1,ACOAAGPATAI17,51,3HAD8M10,51,EAR8M10x,1,ADOCBLS,51,,,,,PLPS,17,PRO_Ltex,46,3HAD160,50,,,H2CO3D,48,EAR11M12x,51,EAR60x,51,RZ5PP,51,EAR140x,51,G1PTT,51,EDTXS2,51,ADK1,51,,,,,FACOAL140,51,GGTT,51,3OAS4M3O6,51,3OAS7M8,51,ANPRT,3,,,TDPDRRr,50,GMHEPAT,51,,,ASPCT,13,,,,,3OAR12M14,51,EAR140x,5,3OAR15M16,51,GMPS2,25,G3PATI17,51,,,,,,,,
129,TALA,49,IPPMIb,33,ACOATA,51,,,,,DHAD2,51,,,,,,,3HAD5M6,51,DXPRIr,1,ACOAAGPATI17,51,3OAR6M8,51,EAR9M10x,1,AIHDUDPMG,51,,,,,PGMT,16,GLYCtex,46,3HAD180,50,,,TPI,40,EAR12M14x,51,DB4PS,51,S7PIr,51,OCBT,50,G6PDA,51,FE2abcpp,51,ADK2,51,,,,,CU2tex,51,FE3tex,51,3OAS4M6,51,3OAS8M10,51,DXPS,3,,,PFK_3,50,GMHEPK,51,,,PHETA1,11,,,,,3OAR13M14,51,ASPKi,3,3OAR14M16,51,IMPD,24,3HAD8M10,51,,,,,,,,
130,TDPDRE,49,IPMDr,32,Coabcpp,51,,,,,SUCOAS,50,,,,,,,3HAD6M8,51,DXPS,1,DAPE,51,3HAD9M10,51,EDTXS1,1,GALK,51,,,,,ADK2,14,GLYCtpp,46,3HAD60,50,,,THRD_L,29,EAR13M14x,51,Cuabcpp,51,SHEMEabcpp,51,AGPR,50,DB4PS,51,FE2tex,51,ADMDCr,51,,,,,DHPPDA,51,3OAS80,51,3OAS5M6,51,3OAS9M10,51,CHORS,3,,,AMPTASECG,50,GMHEPPA,51,,,PPNDH,11,,,,,3OAR14M16,51,ASAD,3,ASPO6,51,ACLS_a,23,3HAD10M12,51,,,,,,,,
131,GLYASN1c,48,IPPMIa,32,CYSTS,51,,,,,CBPS,45,,,,,,,3HAD7M8,51,FMNAT,1,ADK2,51,3OAR10M12,51,EDTXS2,1,AIHPDCOATA,51,,,,,AMMQT8r,6,ILE_Ltex,46,ACOTA,47,,,ACHBPL,29,EAR14M16x,51,DPR,51,SHEMEtex,51,ARGSL,50,GALT1,51,FT,51,FBA3,51,,,,,Coabcpp,51,3OAR9M10,51,3OAS60,51,4ABZt2pp,51,GLUR,2,,,XYLI1,50,GTPCII,51,,,FE3abcpp,7,,,,,3OAR15M16,51,ADCL,1,3OAR9M10,51,GHMT2r,23,3HAD11M12,51,,,,,,,,
132,GHMT2r,48,3MOBS,30,DB4PS,51,,,,,OROTPT,45,,,,,,,3OAR10M12,51,FT,1,ADK3,51,3OAR11M12,51,FE2abcpp,1,ALAPGPL,51,,,,,ANPRT,1,AICART,45,ACGK,46,,,ILETA,29,EAR15M16x,51,EAR100x,51,SO4t2pp,51,ACGK,50,DAPDC,51,GLCTR2,51,ADSS,51,,,,,Cuabcpp,51,3OAS100,51,3OAS6M8,51,4ABZtex,51,MECDPDH2,2,,,3OAR40,49,H2Stex,51,,,,,,,,,EAR13M14x,51,ADCS,1,AGMD,51,PGMT,20,3HAD12M14,51,,,,,,,,
133,PLPS,18,GLYMET1c,28,G1PTT,51,,,,,OMPDC,45,,,,,,,3OAR11M12,51,GALT,1,ADNt2pp,51,3OAR12M14,51,FE2tex,1,ALATHR1c,51,,,,,IGPS,1,IMPC,45,AGPR,46,,,DHAD2,29,EAR4M6x,51,EAR120x,51,SO4tex,51,ARGSS,50,Cuabcpp,51,G1PTT,51,AGPR,51,,,,,DB4PS,51,3OAS10M12,51,3OAS7M8,51,4HBZt2pp,51,PSCVT,2,,,3OAR180,49,GALT1,51,,,,,,,,,A5PISO,51,,,3OAS5M6,51,GALU,19,3HAD13M14,51,,,,,,,,
134,PPNDH,15,ILETA,24,EAR60x,51,,,,,ASPCT,45,,,,,,,3OAR12M14,51,GLUR,1,ADNtex,51,3OAR13M14,51,FMNAT,1,ALATHRabc,51,,,,,PRAI,1,VAL_Ltex,45,ACLS_b,39,,,PPNDH,29,biomass201,51,EAR140x,51,GALU,51,ACOTA,50,GALUi,51,G5SADs,51,3OAS10M12,51,,,,,DGSNt2rpp,51,3OAS11M12,51,3OAS80,51,A5PISO,51,MCOATA,2,,,3OAR60,49,3OAR100,51,,,,,,,,,CLPNSAI17,51,,,ADOCBLS,51,HSK,17,3HAD14M16,51,,,,,,,,
135,PHETA1,14,PPNDH,16,EAR80x,51,,,,,DHORTS,45,,,,,,,3OAR13M14,51,GRTT,1,3HAD12M14,50,3OAR14M16,51,FT,1,3OAS10M12,51,,,,,DHFOR2,1,LEU_Ltex,44,VALTA,39,,,CHORM,29,EAR6M8x,51,EAR40x,51,GLYC3Ptex,51,SERATi,50,Coabcpp,51,GLCTR1,51,3OAR9M10,51,,,,,DGSNtex,51,3OAS120,51,3OAS8M10,51,3OAS12M14,51,DXPRIr,2,,,PRAGS,49,3OAR120,51,,,,,,,,,DPR,51,,,3OAS7M8,51,THRS,17,3HAD15M16,51,,,,,,,,
136,ACGK,13,PHETA1,16,EDTXS1,51,,,,,ENO,27,,,,,,,3OAR14M16,51,IPDPUPT,1,3OAR4M6,50,3OAR15M16,51,G1PTT,1,3OAR9M10,51,,,,,,,LEUt2rpp,43,DHAD1,38,,,PHETA1,29,EAR7M8x,51,SERATi,50,AMMQT8r,51,IGPDH,49,ACOTA,49,GALT1,51,3OAR8M10,51,,,,,UHGADA,51,3OAS12M14,51,EAR4M6x,51,AACPS7,51,UDCPDPS,2,,,GLUPRT,49,G1PTT,51,,,,,,,,,DASYN180,51,,,3OAS8M10,51,PYDXK,12,3HAD4M6,51,,,,,,,,
137,ACGS,13,ADK2,5,EDTXS2,51,,,,,GAPD,27,,,,,,,3OAR15M16,51,rtranscription,1,3HAD13M14,50,3OAR4M6,51,G3PATAI17,1,3OAR8M10,51,,,,,,,RIBFLVt2rpp,41,DAPDC,31,,,ACLS_a,27,EAR8M10x,51,TPI,48,ACBIPGT,51,IMPC,49,ACGK,49,DHQTi,51,3HAD6M8,51,,,,,EAR100x,51,3OAS13M14,51,4HTHDR,51,ACBIPGT,51,MEPCT,2,,,PRAIS,49,FERO,51,,,,,,,,,DDPA,51,,,3OAS9M10,51,GF6PTA,9,3HAD5M6,51,,,,,,,,
138,PPA,13,3OAS140,3,FE2abcpp,51,,,,,PGK,27,,,,,,,3OAR160,51,,,3OAS3M4,50,3OAR5M6,51,G3PATI17,1,3OAR7M8,51,,,,,,,RIBFLVtex,40,ILETA,28,,,GF6PTA,26,EAR9M10x,51,GAPD,33,ACHBPL,51,ATPPRT,49,AGPR,49,CYTDtex,51,2AHBUTI,51,,,,,UAGAAT,51,3OAS140,51,4HTHDS,51,ACOAAGPATAI17,51,ASP1DC,2,,,G1PTT,49,FE2tex,51,,,,,,,,,COBALTt5pp,51,,,3OAS4M6,51,PHETA1,8,3HAD6M8,51,,,,,,,,
139,ACODAr,12,3OAR140,3,FE2tex,51,,,,,PGM,27,,,,,,,3OAR180,51,,,FACOAL140,50,FRUpts,51,G3PD1,1,2AHBUTI,51,,,,,,,RPI,37,DHAD2,28,,,G1PACT,23,FE2abc,51,PGK,33,ACLS_a,51,IG3PS,49,VALTA,34,CLtex,51,2DMMQ8abc,51,,,,,EAR120x,51,3OAS3M4,51,A5PISO,51,ACOAAGPATI17,51,MECDPS,2,,,TDPGDH,49,FE2abcpp,51,,,,,,,,,CLPNSI17,51,,,ACBIPGT,51,PPNDH,8,3HAD7M8,51,,,,,,,,
140,ACOTA,11,METFR,1,FE3abcpp,51,,,,,,,,,,,,,ACODAr,51,,,URAt2pp,50,AIHDUDPMG,51,GALT1,1,2MBCOATA,51,,,,,,,LEUTA,36,2AHBUTI,27,,,PGAMT,23,FE3abc,51,ENO,13,ACLS_b,51,PRMICI,49,ACLS_b,34,COBALT2tex,51,2MBCOATA,51,,,,,EAR40x,51,3OAS4M6,51,3OAR5M6,51,ADK2,51,GRTT,2,,,TDPDRE,49,3OAR140,51,,,,,,,,,CLPNS180,51,,,3OAS4M3O6,51,pbiosynthesis,1,3HAD9M10,51,,,,,,,,
141,LARGNAT,11,MCOATA,1,FE3tex,51,,,,,,,,,,,,,3OAS7M8,51,,,CBIAT,50,AIHPDCOATA,51,GALU,1,3HAD10M12,51,,,,,,,GF6PTA,35,23DHMPO,27,,,TKT1,20,ALATHR1c,47,PGM,13,ACOAAGPATAI17,51,PRAMPC,49,DHAD1,34,COBALTt5pp,51,3HAD10M12,51,,,,,EAR60x,51,3OAS5M6,51,3OAR40,51,ADOCBLS,51,PTPAT,2,,,PRFGS,49,EDTXS2,51,,,,,,,,,CHRPL,51,,,3OAS3M4,51,dreplication,1,3OAR7M8,51,,,,,,,,
142,AGPR,10,MECDPDH2,1,3HACPR2,51,,,,,,,,,,,,,ADCS,51,,,G3PD1,50,DASYNAI17,51,GHMT2r,1,3HAD11M12,51,,,,,,,PGAMT,33,THRD_L,27,,,RPE,13,GLYMET1c,39,PGMT,8,ACOAAGPATI17,51,AICART,49,IPMDr,32,DHQS,51,3HAD11M12,51,,,,,EAR80x,51,3OAS60,51,ACCOACL,51,AGMHE,51,DPCOAK,2,,,NP1_r,49,EDTXS1,51,,,,,,,,,CHORS,51,,,3OAS180,51,PAPPT3,1,3MOPt2r,51,,,,,,,,
