Header,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_longum_NCC2705,Bifidobacterium_longum_NCC2705,Collinsella_tanakaei_YIT_12063,Collinsella_tanakaei_YIT_12063,Alistipes_finegoldii_DSM_17242,Alistipes_finegoldii_DSM_17242,Alistipes_putredinis_DSM_17216,Alistipes_putredinis_DSM_17216,Alistipes_shahii_WAL_8301,Alistipes_shahii_WAL_8301,Bacteroides_caccae_ATCC_43185,Bacteroides_caccae_ATCC_43185,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_eggerthii_DSM_20697,Bacteroides_eggerthii_DSM_20697,Bacteroides_fragilis_NCTC_9343,Bacteroides_fragilis_NCTC_9343,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_stercoris_ATCC_43183,Bacteroides_stercoris_ATCC_43183,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_uniformis_ATCC_8492,Bacteroides_uniformis_ATCC_8492,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_johnsonii_DSM_18315,Parabacteroides_johnsonii_DSM_18315,Prevotella_ruminicola_23,Prevotella_ruminicola_23,Acidaminococcus_fermentans_DSM_20731,Acidaminococcus_fermentans_DSM_20731,Blautia_wexlerae_DSM_19850,Blautia_wexlerae_DSM_19850,Clostridium_clostridioforme_CM201,Clostridium_clostridioforme_CM201,Coprococcus_catus_GD_7,Coprococcus_catus_GD_7,Dialister_invisus_DSM_15470,Dialister_invisus_DSM_15470,Dorea_longicatena_DSM_13814,Dorea_longicatena_DSM_13814,Enterococcus_faecium_TX1330,Enterococcus_faecium_TX1330,Eubacterium_rectale_M104_1,Eubacterium_rectale_M104_1,Faecalibacterium_prausnitzii_L2_6,Faecalibacterium_prausnitzii_L2_6,Lactobacillus_mucosae_LM1,Lactobacillus_mucosae_LM1,Lactobacillus_reuteri_SD2112_ATCC_55730,Lactobacillus_reuteri_SD2112_ATCC_55730,Megasphaera_elsdenii_DSM_20460,Megasphaera_elsdenii_DSM_20460,Phascolarctobacterium_succinatutens_YIT_12067,Phascolarctobacterium_succinatutens_YIT_12067,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Roseburia_intestinalis_L1_82,Roseburia_intestinalis_L1_82,Roseburia_inulinivorans_DSM_16841,Roseburia_inulinivorans_DSM_16841,Ruminococcus_bromii_L2_63,Ruminococcus_bromii_L2_63,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_torques_ATCC_27756,Ruminococcus_torques_ATCC_27756,Streptococcus_salivarius_JIM8777,Streptococcus_salivarius_JIM8777,Subdoligranulum_variabile_DSM_15176,Subdoligranulum_variabile_DSM_15176,Veillonella_atypica_ACS_049_V_Sch6,Veillonella_atypica_ACS_049_V_Sch6,Bilophila_wadsworthia_3_1_6,Bilophila_wadsworthia_3_1_6,Citrobacter_amalonaticus_Y19,Citrobacter_amalonaticus_Y19,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_piger_ATCC_29098,Desulfovibrio_piger_ATCC_29098,Enterobacter_cloacae_EcWSU1,Enterobacter_cloacae_EcWSU1,Escherichia_coli_str_K_12_substr_MG1655,Escherichia_coli_str_K_12_substr_MG1655,Haemophilus_parainfluenzae_T3T1,Haemophilus_parainfluenzae_T3T1,Helicobacter_pylori_26695,Helicobacter_pylori_26695,Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella_pneumoniae_pneumoniae_MGH78578,Shigella_flexneri_2002017,Shigella_flexneri_2002017,Akkermansia_muciniphila_ATCC_BAA_835,Akkermansia_muciniphila_ATCC_BAA_835,Fusobacterium_varium_ATCC_27725,Fusobacterium_varium_ATCC_27725
22,sink_PGPm1c,21,G5SDr,22,sink_PGPm1c,21,TPI,18,r2137pp,17,MG2tex,17,GMHEPPA,17,KDOPP,18,TDPGDH,17,KDOPSr,18,A5PISO,18,HEPK1,17,HEPT2,17,KDOPP,18,KDOPSr,18,KDOPP,18,TDPDRRr,17,G3PD1,18,KDOPSr,18,Cuabc,17,P5CRyr,23,ACGAMT,17,U23GAAT,17,TECAAE,17,TECAAE,17,TPI,21,PGPGT,17,SO4t2pp,17,MOAT3C,17,TPI,20,HEPK2,17,KDOPSr,17,sink_PGPm1c,21,TECAUE,17,G3PCT,17,A5PISO,17,TPI,22,Cuabc,17,G3PCT,17,TPI,20,HEPK2,17,TMDS,21,sink_PGPm1c,21,TECAGE,17,TMDS,21,TMDS,22,KDOPSr,18,G1PTT,17,GLU5K,23,TMDS,22,HEPT3,17,ZN2tex,17
23,THRD_L,18,sink_PGPm1c,21,FE2tex,19,A5PISO,18,TDSK,17,MN2tex,17,KDOCT2,17,A5PISO,18,U23GAAT,17,COBALT2tex,17,KDOPP,17,HEPK2,17,MOAT3C,17,A5PISO,18,S7PIr,17,A5PISO,18,HEPK2,17,SO4t2pp,18,A5PISO,18,UAG2E,17,sink_PGPm1c,20,PGPGT,17,TDPDRE,17,TECAGE,17,PGPGT,17,ALAPGPL,17,Cuabc,17,G3PCT,17,MN2tex,17,THRD_L,19,HEPT1,17,ACGAMT,17,THRD_L,19,UACMAMAT,17,CDPGLYCGPT,17,CDPGLYCGPT,17,sink_PGPm1c,20,KDOPP,17,TECAAE,17,THRD_L,19,S7PIr,17,sink_PGPm1c,21,TPI,20,TECAUE,17,TPI,20,sink_PGPm1c,21,A5PISO,18,CU2tex,17,sink_PGPm1c,21,sink_PGPm1c,21,RHAT1,17,EDTXS1,17
24,G3PD1,18,GF6PTA,19,TPI,19,KDOPP,18,ZN2tex,17,MOAT,17,GMHEPK,17,TDPGDH,17,Ktex,17,MOAT3C,17,GMHEPAT,17,HEPT1,17,FE3abcpp,17,AGMHE,17,TDPDRE,17,KDOPSr,18,HEPT1,17,S7PIr,17,FE3abcpp,18,UAG4E,17,FE2tex,19,r2137,17,TDPDRRr,17,TECAUE,17,TECA4S,17,KDOPP,17,UAG2E,17,RPE,17,MOAT,17,FE2tex,19,HEPT2,17,CDPGLYCGPT,17,SO4t2pp,18,UAG2E,17,TECAGE,17,Cuabc,17,PGMT,19,KDOPSr,17,KDOPSr,17,FE2tex,19,GMHEPAT,17,THRD_L,19,FE2abcpp,19,U23GAAT,17,THRD_L,19,FE3abcpp,20,SO4t2pp,18,Cuabcpp,17,THRD_L,19,FE3abcpp,19,MN2tex,17,r2137pp,17
25,FE2abcpp,18,THRD_L,18,THRD_L,19,KDOPSr,18,USHD,17,RHAT1,17,GMHEPAT,17,ZN2tex,17,LPADSS,17,CU2tex,17,HEPT2,17,GMHEPPA,17,HEPT3,17,CA2tex,17,CLtex,17,TDPDRE,17,RHAT1,17,MG2tex,17,SO4t2pp,18,TECAUE,17,FE2abcpp,19,SO4t2pp,17,HEPT3,17,UACMAMAT,17,KDOPP,17,KDOPSr,17,SO4t2pp,17,FE3abcpp,17,HEPK1,17,FE2abcpp,19,HEPT3,17,Cuabc,17,FE2tex,18,UAG4E,17,r2137,17,UAG2E,17,FE2abcpp,19,ASP1DC,17,KDOPP,17,FE2abcpp,19,GMHEPK,17,A5PISO,18,FE2tex,19,RHAT1,17,A5PISO,18,FE2abcpp,19,KDOPP,18,MN2tex,17,FE2tex,19,KDOPP,18,MOAT3C,17,UHGADA,17
26,ANPRT,17,TECAGE,17,FE2abcpp,19,GMHEPPA,17,CDOSKT,17,MOAT3C,17,GLCTR3,17,LPADSS,17,G3PCT,17,CLtex,17,HEPT4,17,HEPT2,17,HEPT4,17,r2137pp,17,TDPDRRr,17,TDPDRRr,17,TDPGDH,17,ZN2tex,17,FE2abcpp,17,CDPGLYCGPT,17,KDOPP,18,KDOPP,17,HEPK2,17,SO4t2pp,17,U23GAAT,16,FE2abcpp,17,ACGAMT,17,TKT1,17,S7PIr,17,KDOPP,18,HEPT4,17,G3PCT,17,FE2abcpp,18,KDOPP,17,ALAPGPL,17,G3PCT,17,THRD_L,19,ALAPGPL,17,Cuabc,17,SO4t2pp,18,GMHEPPA,17,NAPRT,18,THRD_L,19,CLtex,17,FE2tex,18,FE2tex,19,KDOCT2,17,GAPD,17,FE2abcpp,19,KDOPSr,18,GMHEPPA,17,HEPK2,17
27,CDPGLYCGPT,17,A5PISO,17,KDOPSr,18,r2137pp,17,UHGADA,17,U23GAAT,17,GLCTR1,17,COBALT2tex,17,COBALT2tex,17,CDOSKT,17,GMHEPK,17,GMHEPK,17,KDOCT2,17,ZN2tex,17,TDPGDH,17,TDPGDH,17,HEPT2,17,USHD,17,EDTXS2,17,PGPGT,17,KDOPSr,18,UAG4E,17,HEPT1,17,r2137,17,TDPDRE,16,ACGAMT,17,ALAPGPL,17,TPI,17,TDPDRE,17,KDOPSr,18,KDOCT2,17,TECAAE,17,KDOPSr,17,S7PIr,16,ACGAMT,17,UACMAMAT,17,FE2tex,19,GHMT2r,17,ACGAMT,17,KDOPSr,18,RHAT1,17,G3PD1,18,PHETA1,19,G1PTT,17,FE2abcpp,18,SO4t2pp,18,HEPT3,17,MOAT,17,KDOPP,18,A5PISO,18,S7PIr,17,MOAT3C,17
28,ASP1DC,17,TECAAE,17,SO4t2pp,18,GMHEPAT,17,UAGAAT,17,r2137pp,17,GALT1,17,MG2tex,17,MOAT,17,RHAT1,17,HEPT3,17,HEPT3,17,Ktex,17,CDOSKT,17,TDSK,17,SO4t2pp,17,HEPT3,17,UHGADA,17,EDTXS1,17,ALAPGPL,17,TKT1,18,FE3abcpp,17,r2137pp,17,PGPGT,17,Cuabcpp,16,TECA4S,17,UACMAMAT,17,ACGAMT,17,TDPDRRr,17,SO4t2pp,18,Ktex,17,PGPGT,17,KDOPP,17,TDPDRRr,16,KDOPSr,17,TECAUE,17,A5PISO,18,TECAUE,17,FE3abcpp,17,KDOPP,18,HEPK1,17,TKT1,18,PPNDH,19,HEPK2,17,KDOPP,18,KDOPP,18,HEPT4,17,EDTXS1,17,G3PD1,18,THRD_L,18,TDPDRE,17,G1PTT,17
29,PANTS,17,PRAI,17,GHMT2r,18,ZN2tex,17,S7PIr,17,ZN2tex,17,HEPT4,17,MN2tex,17,MG2tex,17,S7PIr,17,GMHEPPA,17,HEPT4,17,LPADSS,17,USHD,17,U23GAAT,17,r2137pp,17,HEPT4,17,LPADSS,17,TECA4S,17,FE3tex,17,THRD_L,18,UAG2E,17,FE3abcpp,17,UAG2E,17,TDPDRRr,16,SO4t2pp,17,CDPGLYCGPT,17,HEPT4,16,TDPGDH,17,ASP1DC,18,LPADSS,17,TECA4S,17,ACGAMT,17,r2137pp,16,A5PISO,17,TECAGE,17,SO4t2pp,18,A5PISO,17,ALAPGPL,17,A5PISO,18,Ktex,17,PPNDH,18,SO4t2pp,18,HEPT1,17,KDOPSr,18,A5PISO,18,HEPT2,17,EDTXS2,17,KDOPSr,18,FE2abcpp,18,TDPDRRr,17,HEPK1,17
30,ALAPGPL,17,GHMT2r,17,KDOPP,18,USHD,17,U23GAAT,17,USHD,17,MOAT,17,MOAT,17,MN2tex,17,CA2tex,17,HEPT1,17,KDOCT2,17,MG2tex,17,GLCTR3,17,UAGAAT,17,TDSK,17,KDOCT2,17,UAGAAT,17,TECAAE,17,TECAGE,17,A5PISO,18,UACMAMAT,17,AGMHE,17,UAG4E,17,TDPGDH,16,TECAAE,17,A5PISO,17,GLCTR1,16,TDSK,17,FE3tex,18,r2137pp,17,SO4t2pp,17,ALAPGPL,17,AGMHE,16,KDOPP,17,PGPGT,17,KDOPSr,18,CDPGLYCGPT,17,SO4t2pp,17,RPE,18,HEPT1,17,FE2abcpp,18,FE3abcpp,18,HEPT2,17,FE3abcpp,18,RPE,18,HEPT1,17,3OAR140,17,A5PISO,18,NAPRT,18,TDPGDH,17,GALT1,17
31,KDOPSr,17,TECA4S,17,NAPRT,18,UHGADA,17,MN2tex,17,UHGADA,17,Ktex,17,MOAT3C,17,RHAT1,17,MOAT,17,HEPK2,17,MG2tex,17,MN2tex,17,GLCTR2,17,UHGADA,17,U23GAAT,17,ZN2tex,17,MN2tex,17,UAG4E,17,r2137,17,SO4t2pp,18,FE3tex,17,CA2tex,17,Cuabcpp,16,CU2tex,16,FE2tex,17,UAG4E,17,GMHEPK,16,U23GAAT,17,A5PISO,18,GLCTR3,17,TECAGE,17,CDPGLYCGPT,17,CA2tex,16,MG2tex,16,GHMT2r,17,KDOPP,18,SO4t2pp,17,CDPGLYCGPT,17,S7PIr,17,HEPT2,17,FE2tex,18,TECAAE,17,HEPT3,17,GLCTR1,17,TKT1,18,Ktex,17,MOAT3C,17,TKT1,18,FE2tex,18,TDSK,17,GLCTR1,17
32,FE2tex,17,KDOPP,17,RPE,18,UAGAAT,17,EDTXS1,17,UAGAAT,17,r2137pp,17,CLtex,17,MOAT3C,17,TDPDRE,17,HEPK1,17,Ktex,17,MOAT,17,CLtex,17,USHD,17,S7PIr,17,U23GAAT,17,U23GAAT,17,TECAUE,17,ACGAMT,17,Ktex,17,TECAUE,17,CDOSKT,17,GLCTR1,16,TDSK,16,UACMAMAT,17,KDOPSr,17,GMHEPAT,16,UAGAAT,17,PANTS,18,ZN2tex,17,TECAUE,17,Cuabc,17,HEPT2,16,ZN2tex,16,FE3tex,17,HEPT2,17,TECA4S,17,UAG2E,17,Ktex,17,HEPT3,17,PHETA1,18,r2137pp,17,GMHEPPA,17,r2137pp,17,KDOPSr,18,RHAT1,17,MG2tex,17,RPE,18,GLCTR1,17,U23GAAT,17,GLCTR2,17
33,KDOPP,17,KDOPSr,17,G3PD1,18,GMHEPK,17,RHAT1,17,AGMHE,17,MN2tex,17,RHAT1,17,TDPDRRr,17,TDPDRRr,17,r2137pp,17,LPADSS,17,RHAT1,17,EDTXS2,17,ZN2tex,17,UAGAAT,17,UAGAAT,17,TDSK,17,UACMAMAT,17,G3PCT,17,TECAAE,17,G3PCT,17,CLtex,17,EDTXS2,16,HEPK2,16,CDPGLYCGPT,17,TECAUE,17,EDTXS2,16,UHGADA,17,U23GAAT,17,USHD,17,UACMAMAT,17,G3PCT,17,EDTXS2,16,TDSK,16,SO4t2pp,17,HEPT1,17,PGPGT,17,PGPGT,17,ALAPGPL,17,MOAT,17,KDOPSr,18,HEPT1,17,GMHEPK,17,TECA4S,17,THRD_L,18,LPADSS,17,3OAS140,17,SO4t2pp,18,G1PTT,17,UAGAAT,17,GLCTR3,17
34,Cuabc,17,ALAPGPL,17,A5PISO,18,U23GAAT,17,GALT1,17,CA2tex,17,TDPDRE,17,S7PIr,17,TDPDRE,17,TDPGDH,17,EDTXS2,17,TDPGDH,17,r2137pp,17,ALAPGPL,17,CDOSKT,17,UHGADA,17,Ktex,17,MOAT,17,UAG2E,17,U23GAAT,16,MOAT3C,17,CDPGLYCGPT,17,COBALT2tex,17,G1PTT,16,UAGAAT,16,TECAGE,17,GHMT2r,17,GLCTR3,16,USHD,17,ANPRT,17,UHGADA,17,UAG2E,17,UACMAMAT,17,HEPK2,16,U23GAAT,16,UAG4E,17,HEPT3,17,r2137,17,TECAGE,17,HEPT1,17,HEPT4,17,KDOPP,18,TECAGE,17,HEPT4,17,LPADSS,17,HEPT4,17,MG2tex,17,GLCTR3,17,TDPDRE,17,TDPDRRr,17,UHGADA,17,GMHEPPA,17
35,ACGAMT,17,ANPRT,17,HEPK2,17,TDSK,17,GMHEPK,17,TDSK,17,ZN2tex,17,CDOSKT,17,KDOCT2,17,TDSK,17,ZN2tex,17,MN2tex,17,S7PIr,17,ANPRT,17,RHAT1,17,USHD,17,LPADSS,17,MOAT3C,17,ACGAMT,17,TDSK,16,HEPK2,17,A5PISO,17,CU2tex,17,GALT1,16,S7PIr,16,r2137,17,G3PCT,17,RHAT1,16,ZN2tex,17,IGPS,17,UAGAAT,17,RPE,17,A5PISO,17,CU2tex,16,UAGAAT,16,UHGADA,16,HEPT4,17,TECAGE,17,UACMAMAT,17,HEPT2,17,KDOCT2,17,FE3abcpp,18,G3PCT,17,KDOCT2,17,CDPGLYCGPT,17,HEPT1,17,MN2tex,17,LPADSS,17,TDPDRRr,17,TDPGDH,17,GHMT2r,17,CA2tex,17
36,A5PISO,17,SO4t2pp,17,UAG2E,17,TDPGDH,17,GMHEPPA,17,COBALT2tex,17,G1PTT,17,CA2tex,17,Cuabc,17,U23GAAT,17,USHD,17,MOAT,17,TDPDRE,17,CDPGLYCGPT,17,G1PTT,17,CU2tex,17,MG2tex,17,FE3tex,17,Cuabcpp,17,TDPDRRr,16,HEPT1,17,KDOPSr,17,Cuabcpp,17,GLCTR3,16,UHGADA,16,TECAUE,17,TECAGE,17,S7PIr,16,r2137pp,17,PRAI,17,U23GAAT,17,A5PISO,17,UAG2E,17,ZN2tex,16,HEPT1,16,RHAT1,16,MN2tex,17,TECAAE,17,TECAUE,17,HEPT3,17,GLCTR3,17,ACGAMT,17,ZN2tex,17,KDOPP,17,TECAGE,17,HEPT2,17,MOAT,17,CDOSKT,17,TDPGDH,17,TDSK,17,USHD,17,UAGAAT,17
37,IGPS,17,TECAUE,17,r2137,17,HEPK1,17,GLCTR3,17,TDPGDH,17,MG2tex,17,TDPDRE,17,UAG4E,17,UAGAAT,17,UHGADA,17,GLCTR3,17,TDPDRRr,17,Cuabc,17,COBALT2tex,17,ZN2tex,17,MN2tex,17,RHAT1,17,CU2tex,17,MOAT,16,TECAGE,17,Cuabc,17,EDTXS1,17,GLCTR2,16,USHD,16,G3PCT,17,r2137,17,GLCTR2,16,HEPK2,17,CU2tex,17,MN2tex,17,KDOPP,17,PGPGT,17,EDTXS1,16,UHGADA,16,Cuabcpp,16,KDOCT2,17,HEPT1,16,UAG4E,17,HEPT4,17,MN2tex,17,USHD,17,TECA4S,17,GMHEPAT,17,Ktex,17,HEPK2,17,HEPK1,17,HEPT3,17,GHMT2r,17,HEPT1,17,HEPK1,17,GMHEPK,17
38,TECAAE,17,ASP1DC,17,UACMAMAT,17,HEPK2,17,HEPK1,17,TDPDRRr,17,USHD,17,TDPDRRr,17,HEPK2,17,AGMHE,17,UAGAAT,17,MOAT3C,17,TDPGDH,17,G3PCT,17,HEPK2,17,GLCTR2,17,MOAT,17,AGMHE,17,COBALT2tex,17,RHAT1,16,HEPT2,17,ALAPGPL,17,EDTXS2,17,TDSK,16,ZN2tex,16,A5PISO,17,TECAAE,17,TDPDRE,16,RHAT1,17,FE3abcpp,17,MOAT,17,r2137,17,r2137,17,USHD,16,USHD,16,EDTXS1,16,Ktex,17,HEPT2,16,KDOCT2,16,KDOCT2,17,MG2tex,17,ZN2tex,17,IGPS,17,KDOPSr,17,TECAUE,17,HEPK1,17,MOAT3C,17,r2137pp,17,S7PIr,17,U23GAAT,17,r2137pp,17,AGMHE,17
39,r2137,17,CDPGLYCGPT,17,TECAUE,17,UAG2E,17,HEPK2,17,TDPDRE,17,TDPDRRr,17,TDSK,17,HEPT4,17,UHGADA,17,GLCTR3,17,RHAT1,17,TDSK,17,IGPS,17,GALT1,17,G3PD1,17,GMHEPK,17,Ktex,17,CLtex,17,MOAT3C,16,MOAT,17,TECA4S,17,G1PTT,17,TDPGDH,16,r2137pp,16,Cuabc,17,KDOPP,17,AGMHE,16,GMHEPPA,17,G3PD1,17,TDSK,17,UAG4E,17,TECA4S,17,UHGADA,16,HEPK1,16,U23GAAT,16,HEPK2,17,HEPT3,16,U23GAAT,16,CDPGLYCGPT,17,LPADSS,17,r2137pp,17,PRAI,17,Ktex,17,UACMAMAT,17,HEPT3,17,S7PIr,17,ZN2tex,17,ALAPGPL,17,UAGAAT,17,GMHEPK,17,MN2tex,17
40,PRAI,17,UAG4E,17,TECAGE,17,TDPDRRr,17,HEPT1,17,CDOSKT,17,UHGADA,17,U23GAAT,17,HEPT3,17,Cuabcpp,17,U23GAAT,17,S7PIr,17,U23GAAT,17,PGPGT,17,GLCTR1,17,GF6PTA,17,MOAT3C,17,HEPT4,17,r2137,17,UAGAAT,16,UACMAMAT,17,CA2tex,16,GALT1,17,GMHEPAT,16,CLtex,16,UAG4E,17,TECA4S,17,GALT1,16,GMHEPK,17,TDPDRE,17,TDPGDH,17,UHGADA,16,TECAAE,17,COBALT2tex,16,HEPK2,16,TDSK,16,MG2tex,17,HEPT4,16,AGMHE,16,Cuabc,17,MOAT3C,17,ALAPGPL,17,PGPGT,17,LPADSS,17,UAG2E,17,NAPRT,17,HEPK2,17,USHD,17,COBALT2tex,17,HEPK2,17,EDTXS1,17,MG2tex,17
41,G3PCT,17,UACMAMAT,17,TECAAE,17,TDPDRE,17,GLCTR2,17,S7PIr,17,UAGAAT,17,UAGAAT,17,Cuabcpp,17,EDTXS1,17,TDSK,17,TDPDRE,17,UAGAAT,17,PRAI,17,GLCTR2,17,Cuabcpp,17,UHGADA,17,GLCTR2,17,CDOSKT,17,LPADSS,16,LPADSS,17,UAGAAT,16,GLCTR1,17,GMHEPK,16,CDOSKT,16,UAG2E,17,GMHEPK,16,TDPDRRr,16,TECAGE,17,TDSK,17,TDPDRRr,17,TDPDRRr,16,TECAUE,17,UAGAAT,16,TDPDRRr,16,TDPGDH,16,MOAT,17,KDOCT2,16,MOAT3C,16,LPADSS,17,TECA4S,17,ANPRT,17,HEPK1,17,MG2tex,17,UAG4E,17,KDOCT2,17,EDTXS1,17,UHGADA,17,TDSK,17,UHGADA,17,G3PD1,17,LPADSS,17
42,PGPGT,17,PANTS,17,UAG4E,17,HEPT1,17,GLCTR1,17,CLtex,17,U23GAAT,17,UHGADA,17,CLtex,17,MN2tex,17,TDPGDH,17,TDPDRRr,17,UHGADA,17,TECA4S,17,GLCTR3,17,MOAT,17,r2137pp,17,GLCTR3,17,CA2tex,17,MG2tex,16,HEPT3,17,U23GAAT,16,GLCTR2,17,EDTXS1,16,CA2tex,16,PGPGT,17,UAGAAT,16,TDPGDH,16,TECAAE,17,r2137pp,17,MOAT3C,17,GLCTR1,16,TECAGE,17,U23GAAT,16,GALT1,16,EDTXS2,16,MOAT3C,17,Ktex,16,r2137pp,16,TDPDRRr,17,GLCTR2,17,r2137,17,HEPK2,17,MN2tex,17,GLCTR2,17,FE3tex,17,GMHEPPA,17,UAGAAT,17,TECAGE,17,HEPK1,17,FE3abcpp,17,Ktex,17
43,UAG2E,17,FE2tex,17,TECA4S,17,HEPT2,17,HEPT2,17,HEPT2,17,TDPGDH,17,CU2tex,17,CDOSKT,17,ZN2tex,17,TDPDRRr,17,TDSK,17,USHD,17,TECAAE,17,GMHEPAT,17,RHAT1,17,GMHEPPA,17,GALT1,17,AGMHE,17,MN2tex,16,MN2tex,17,TDSK,16,GLCTR3,17,AGMHE,16,AGMHE,16,Ktex,16,MG2tex,16,TDSK,16,TECA4S,17,ZN2tex,17,TDPDRE,17,r2137pp,16,UAG4E,17,Cuabcpp,16,GMHEPPA,16,G1PTT,16,RHAT1,17,S7PIr,16,ZN2tex,16,MG2tex,17,CDPGLYCGPT,17,UAG4E,17,Cuabc,17,MOAT,17,ZN2tex,17,Ktex,17,CLtex,17,U23GAAT,17,ANPRT,17,GLCTR2,17,AGMHE,17,RHAT1,17
44,UACMAMAT,17,IGPS,17,PGPGT,17,S7PIr,17,G1PTT,17,EDTXS1,17,TDSK,17,Ktex,17,CA2tex,17,HEPK1,17,TDPDRE,17,GMHEPAT,17,HEPT1,17,TECAGE,17,EDTXS2,17,MOAT3C,17,FE3abcpp,17,GMHEPAT,17,GALT1,17,Ktex,16,MG2tex,17,TDPGDH,16,GMHEPAT,17,CU2tex,16,COBALT2tex,16,AGMHE,16,TDPDRRr,16,G1PTT,16,UACMAMAT,17,TDPDRRr,17,RHAT1,17,GLCTR2,16,FE3tex,16,HEPT1,16,r2137pp,16,TDPDRE,16,S7PIr,17,MOAT3C,16,USHD,16,MN2tex,17,r2137,17,UAG2E,17,NAPRT,17,GLCTR3,17,GALT1,17,LPADSS,17,PANTS,17,FE3tex,17,CDPGLYCGPT,17,USHD,17,CA2tex,17,S7PIr,17
45,TECAUE,17,PGPGT,17,G3PCT,17,RHAT1,17,MOAT3C,17,HEPT3,17,GLCTR2,17,Cuabcpp,17,EDTXS1,17,GMHEPPA,17,LPADSS,17,Cuabcpp,17,HEPK2,17,TECAUE,17,GMHEPK,17,GLCTR3,17,GMHEPAT,17,EDTXS2,17,FE2tex,17,HEPK2,16,HEPT4,17,Ktex,16,GMHEPK,17,COBALT2tex,16,MOAT3C,16,KDOCT2,16,GMHEPPA,16,U23GAAT,16,UAG2E,17,NAPRT,17,GMHEPAT,17,GLCTR3,16,GMHEPAT,16,G1PTT,16,GMHEPK,16,GALT1,16,TDPDRE,17,LPADSS,16,HEPT4,16,MOAT,17,UAG4E,17,TECAUE,17,HEPT2,17,MOAT3C,17,KDOCT2,17,MG2tex,17,TPI,17,TDSK,17,Cuabc,17,ZN2tex,17,CDOSKT,17,KDOCT2,17
46,TECAGE,17,FE2abcpp,17,Cuabc,17,HEPT3,17,HEPT3,17,GMHEPK,17,CU2tex,17,HEPK2,17,EDTXS2,17,HEPT2,17,MG2tex,17,GLCTR2,17,HEPK1,17,Cuabcpp,17,GMHEPPA,17,GMHEPAT,17,FE3tex,17,EDTXS1,17,TECAGE,17,KDOCT2,16,KDOCT2,17,TDPDRRr,16,GMHEPPA,17,CLtex,16,RHAT1,16,Cuabcpp,16,TDPGDH,16,UAGAAT,16,UAG4E,17,TDPGDH,17,EDTXS1,17,AGMHE,16,GLCTR3,16,TDSK,16,GMHEPAT,16,GLCTR1,16,TDPDRRr,17,MG2tex,16,UHGADA,16,MOAT3C,17,UAG2E,17,IGPS,17,HEPT3,17,GLCTR2,17,GMHEPPA,17,MN2tex,17,ASP1DC,17,TDPGDH,17,ACGAMT,17,GALT1,17,CLtex,17,HEPT4,17
47,TECA4S,17,Cuabc,17,CDPGLYCGPT,17,GLCTR2,17,HEPT4,17,G1PTT,17,EDTXS2,17,GLCTR3,17,G1PTT,17,GMHEPK,17,MN2tex,17,GLCTR1,17,GMHEPPA,17,UAG2E,17,EDTXS1,17,GMHEPK,17,GLCTR3,17,Cuabcpp,17,MG2tex,17,GALT1,16,TECA4S,17,CLtex,16,HEPK1,17,CDOSKT,16,HEPT1,16,LPADSS,16,TDSK,16,EDTXS1,16,Cuabcpp,17,UHGADA,17,AGMHE,17,TDPDRE,16,GLCTR2,16,RHAT1,16,GLCTR3,16,GLCTR2,16,TDPGDH,17,MN2tex,16,UAGAAT,16,G3PCT,17,UACMAMAT,17,GLCTR2,17,MOAT3C,17,GLCTR1,17,GMHEPK,17,MOAT,17,FE3abcpp,17,TDPDRRr,17,G3PCT,17,HEPT2,17,GMHEPAT,17,FE3abcpp,17
48,GLCTR3,16,r2137,17,ALAPGPL,17,HEPT4,17,KDOCT2,17,GMHEPPA,17,CDOSKT,17,GLCTR2,17,GALT1,17,GMHEPAT,17,S7PIr,17,FE3abcpp,17,AGMHE,17,UAG4E,17,HEPK1,17,GMHEPPA,17,AGMHE,17,CU2tex,17,HEPT2,17,3OAS140,16,GMHEPPA,17,TDPDRE,16,ZN2tex,17,CA2tex,16,Ktex,16,THRD_L,16,TDPDRE,16,MOAT,16,PGPGT,17,UAGAAT,17,CU2tex,17,COBALT2tex,16,RHAT1,16,TDPGDH,16,TDPGDH,16,GLCTR3,16,TDSK,17,MOAT,16,HEPT2,16,RHAT1,17,TECAUE,17,G1PTT,17,MOAT,17,GALT1,17,GMHEPAT,17,MOAT3C,17,SO4tex,17,TDPDRE,17,IGPS,17,r2137pp,17,CU2tex,17,HEPT3,17
